Page path and screen class,Character Count,Sessions,Key events,Total users,Bounce rate,New users,Engaged sessions,Views,Active users,Average engagement time per active user,H1,H2-1,H2-2
/if-6-feet-tall,15,1,0,1,100%,1,0,1,1,1,#N/A,#N/A,#N/A
/if-youre-not-looking-at-these-3-things-youre-not-optimizing-sales,66,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/if-youre-not-looking-at-these-3-things-youre-not-optimizing-sales/,67,1,0,1,100%,1,0,1,1,0,Entrepreneur – If You’re Not Looking at These 3 Things You’re Not Optimizing Sales,,
/in-case-they-ask-and-they-will/,32,1,0,1,100%,1,0,1,1,0,In Case They Ask – And They Will,,
/inbound-vs-outbound-sales-knowing-the-difference-will-greatly-improve-your-success,83,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/industries/franchises,22,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/inflation-how-to-prepare-and-protect-your-business/,52,1,0,1,0%,0,1,1,1,2,Inflation: How-To Prepare and Protect Your Business,Is Inflation Ever Normal?,How Does Inflation Impact a Business?
/infographics/80-of-ceos-score-company-poor-at-defining-sales-metrics-57-of-sales-leaders-agree/,96,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/infographics/average-turnover-in-sales-is-34/,46,1,0,1,100%,1,0,1,1,4,#N/A,#N/A,#N/A
/input-sales-team-pricing/,26,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/is-this-the-year-to-take-the-leap-of-faith/,44,1,0,1,100%,1,0,1,1,0,Is this the Year to Take the Leap of Faith?,,
/is-your-sales-team-hitting-their-sales-goals,45,1,0,1,100%,1,0,0,1,0,#N/A,#N/A,#N/A
/its-about-profit-not-sales,27,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/its-about-profit-not-sales/,28,1,0,1,0%,0,1,1,1,55,It’s About Profit NOT Sales,,
/joining-sales-enablement-and-revenue-enablement-for-strategic-growth,69,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/joining-sales-enablement-and-revenue-enablement-for-strategic-growth/,70,1,0,1,100%,1,0,1,1,0,Joining Sales Enablement and Revenue Enablement for Strategic Growth,Sales Enablement is Limited,Revenue Enablement is a Holistic Approach
/key-leadership-behaviors-improve-sales-force-performance/,58,1,0,1,100%,1,0,1,1,0,Key Leadership Behaviors That Improve Sales Force Performance,,
/leveraging-sales-agility-for-revenue-operations-success,56,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/looking-for-a-lifeline-maybe-you-are-the-lifeline-for-businesses-in-need/,74,1,0,1,100%,0,0,0,1,35,Looking for a Lifeline? (Maybe YOU Are the Lifeline for Businesses in Need),The Corporate Lifeline,The Lifeline You (and Others) Need is Yourself
/managing-your-business-the-butler-way/,39,1,0,1,100%,1,0,1,1,0,Managing Your Business . . . “The Butler Way”,,
/meet-exceed-sales-goals,24,1,0,1,100%,1,0,0,1,0,#N/A,#N/A,#N/A
/meet-exceed-sales-goals/,25,1,0,1,100%,1,0,1,1,0,You Need to Address the 4 Ps to Meet and Exceed Sales Goals,,
/metrics-accelerate-sales/,26,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/more-about-halftime-finding-your-purpose-as-you-prepare-for-a-second-half-of-significance/,91,1,0,1,0%,1,1,1,1,219,More About Halftime: Finding Your Purpose as You Prepare for a Second Half of Significance,,
/move-forward-life-must-first-let-go/,37,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/networking-is-worthless-netweaving-is-priceless/,49,1,0,1,100%,1,0,1,1,0,"Networking is Worthless, Netweaving is Priceless",,
/new-year-compensation-plan-reviews/,36,1,0,1,0%,1,1,1,1,13,Sales Compensation Plan Reviews – It’s Time,,
/no-access/download-id/36876/,29,1,0,1,100%,1,0,1,1,0,No Access,,
/no-access/download-id/48716/,29,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/no-matter-the-crisis-success-calls-for-positive-thinking-and-confident-leadership/,83,1,0,1,0%,0,1,1,1,14,"No Matter the Crisis, Success Calls for Positive Thinking and Confident Leadership",Rule #1: Control Only What You Can Control,Rule #2: Let Your Inner Voice Fuel Your Positivity
/no-time-like-the-present-to-give-yourself-the-present-of-time,62,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/now-sure-fire-way-sell,23,1,0,1,100%,1,0,0,1,0,#N/A,#N/A,#N/A
/now-what-a-story-of-life-beyond-corporate-sales-success/,57,1,0,1,100%,1,0,1,1,0,Now What? A Story of Life Beyond Corporate Sales Success.,,
/podcasts/&sa=U&ved=2ahUKEwiVxc3Li_eRAxVfJjQIHb8qAQUQFnoECAYQAg&usg=AOvVaw2qiriZ3AlVQHQ_OqD_XgIG,96,1,0,1,100%,1,0,1,1,6,#N/A,#N/A,#N/A
/prepared-to-lead-your-sales-team-this-year-heres-how-to-make-sure/,67,1,0,1,0%,0,1,1,1,1,#N/A,#N/A,#N/A
/press-release-inc-magazine-unveils-its-annual-list-of-americas-fastest-growing-private-companies-the-inc-5000/,111,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/product/sales-xceleration-framework/,37,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/remaining-effective-as-a-salesperson-while-working-remotely/,61,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/resource-sitemap/,18,1,0,1,0%,0,1,1,1,6,Resource Sitemap,,
/resources/,11,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/resources/state-of-sales/,26,1,0,1,100%,1,0,1,1,0,,,
/retired-fired-or-fired-up-the-new-vp-of-sales-opportunity,58,1,0,1,100%,1,0,0,1,0,#N/A,#N/A,#N/A
/revealed-the-surprising-identity-of-your-fiercest-competitor/,62,1,0,1,100%,1,0,1,1,4,Revealed: The Surprising Identity of Your Fiercest Competitor,,
/sales%,7,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-101-solving-a-problem-vs-making-a-sale,45,1,0,1,100%,1,0,0,1,0,#N/A,#N/A,#N/A
/sales-agility-assessment-1-0-jdauskurdas,41,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-agility-assessment-1-0-kyenke/,37,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-agility-assessment-1-0-mwills/,37,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-agility-assessment-1-0-rstern,36,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-agility-assessment-1-0-tcarrozza/,40,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-agility-assessment-press-release/,40,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-agility-assessment-sx/,29,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-compensation,19,1,0,1,100%,1,0,0,1,0,#N/A,#N/A,#N/A
/sales-compensation-checklist-3,31,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-compensation-plan-life-support/,38,1,0,1,100%,1,0,1,1,0,Top Signs That Your Sales Compensation Plan is on Life Support,,
/sales-compensation-plans-part-2-sales-comp-plan-look-like/,59,1,0,1,100%,1,0,1,1,0,Sales Compensation Plans | Part II – What Should A Sales Comp Plan Look Like?,,
/sales-goal-sabotage-the-5-most-deadly-sales-management-mistakes/,65,1,0,1,0%,1,1,1,1,1,#N/A,#N/A,#N/A
/sales-growth-bottled-up-how-tech-company-leaders-can-break-free-and-find-renewed-success/,90,1,0,1,100%,1,0,1,1,0,Sales Growth Bottled Up? How Tech Company Leaders Can Break Free and Find Renewed Success,Beyond the Bottle: Common Challenges and How to Fix Them,Sales Methodology
/sales-growth-hiring-motivation-summertime/,43,1,0,1,100%,1,0,1,1,0,Sales Hiring and Motivation in the Summertime,,
/sales-leaders-win-starts-team/,31,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-leadership-assessment,28,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-leadership-life-cycle/,29,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-management-coaching/,27,1,0,1,0%,0,1,1,1,9,Your Best Sales Training Tool: Ongoing Sales Management Coaching,,
/sales-plan-checklist,21,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-reps-perform-like-olympic-athletes,41,1,0,1,100%,1,0,1,1,1,#N/A,#N/A,#N/A
/sales-strategy-checklist-2/,28,1,0,1,100%,1,0,1,1,0,,,
/sales-strategy-checklist/,26,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sales-success-every-buyer-really-wants/,40,1,0,1,0%,1,1,1,1,1,Backstory for Sales Success: What Every Buyer Really Wants,,
/sales-xceleration-expands-to-additional-markets,48,1,0,1,100%,1,0,0,1,0,#N/A,#N/A,#N/A
/sales-xcelerators-peer-group,29,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/selling-in-a-2d-x-2s-world,27,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/selling-in-a-2d-x-2s-world/,28,1,0,1,100%,1,0,0,1,0,Selling in a 2D x 2S World,,
/selling-learn-shut-listen,26,1,0,1,100%,1,0,0,1,0,#N/A,#N/A,#N/A
/selling-learn-shut-listen/,27,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/services/,10,1,0,1,0%,1,1,1,1,20,#N/A,#N/A,#N/A
/should-your-salesperson-be-in-the-game-on-the-bench-or-off-the-team,68,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/simplify-sales-leadership/,27,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sink-swim-not-effective-onboarding-plan-new-sales-representatives,66,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/sitemao,8,1,0,1,0%,0,1,1,1,0,#N/A,#N/A,#N/A
/sitemap,8,1,0,1,0%,0,1,1,1,2,#N/A,#N/A,#N/A
/sitemap-index.xml,18,1,0,1,0%,0,1,1,1,4,#N/A,#N/A,#N/A
/sitemap.php,12,1,0,1,0%,0,1,1,1,2,#N/A,#N/A,#N/A
/sitemap.txt,12,1,0,1,0%,0,1,1,1,3,#N/A,#N/A,#N/A
/sitemap.xlm,12,1,0,1,0%,0,1,1,1,13,#N/A,#N/A,#N/A
/sitemap.xml.gz,15,1,0,1,0%,0,1,1,1,3,#N/A,#N/A,#N/A
/sitemap/,9,1,0,1,0%,0,1,1,1,2,#N/A,#N/A,#N/A
/sitemap/index.xml,18,1,0,1,0%,0,1,1,1,2,#N/A,#N/A,#N/A
/sitemap/sitemap.xml,20,1,0,1,0%,0,1,1,1,2,#N/A,#N/A,#N/A
/sitemap1.xml,13,1,0,1,0%,0,1,1,1,4,#N/A,#N/A,#N/A
/sitemapindex.xml,17,1,0,1,0%,0,1,1,1,2,#N/A,#N/A,#N/A
/social-media-plan-checklist,28,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/social-media-roadmap-small-businesses/,39,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/streamlining-sales-processes-with-ai,37,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/streamlining-sales-processes-with-ai/,38,1,0,1,100%,0,0,1,1,0,Streamlining Sales Processes with AI,Common Challenges in Sales Processes,How AI Transforms Sales Processes
/stupid-questions/,18,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/tactics-to-guarantee-your-team-will-dominate-the-new-year/,59,1,0,1,0%,0,1,1,1,34,Sales and Marketing Management – Tactics to Guarantee Your Team Will Dominate the New Year,Tactics to Guarantee Your Team Will Dominate the New Year,
/take-sales-agility-assessment/,31,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/talk-sales-competition-sales-win/,34,1,0,1,100%,1,0,1,1,1,#N/A,#N/A,#N/A
/the-business-process-outsourcing-trend-how-bpo-benefits-businesses-of-all-sizes/,81,1,0,1,100%,1,0,1,1,0,Forbes – The Business Process Outsourcing Trend: How BPO Benefits Businesses of All Sizes,,
/the-leadership-traits-that-predict-breakout-success,52,1,0,1,100%,1,0,1,1,2,#N/A,#N/A,#N/A
/the-numbers-dont-lie-but-you-can-change-them/,46,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/the-power-of-data-how-to-drive-sales-growth-with-analytics,59,1,0,1,100%,1,0,1,1,1,#N/A,#N/A,#N/A
/the-power-of-why-and-your-business,35,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/the-private-equity-power-move-how-fractional-sales-leadership-drives-faster-value-creation,91,1,0,1,100%,1,0,1,1,3,#N/A,#N/A,#N/A
/the-seldom-used-secret-ingredient-for-sales-success/,53,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/thinking-of-hiring-a-family-member-for-your-sales-team-think-again/,68,1,0,1,100%,1,0,1,1,0,Thinking of Hiring a Family Member for Your Sales Team? Think Again.,,
/three-key-elements-to-ensure-success-and-growth-for-your-startup/,66,1,0,1,100%,1,0,1,1,0,Three Key Elements to Ensure Success and Growth for Your Startup,#1 PRODUCT-MARKET FIT,#2 IDEAL CUSTOMER PROFILE
/three-questions-for-hiring-your-next-sales-leader/,51,1,0,1,100%,1,0,1,1,0,Three Questions for Hiring Your Next Sales Leader,,
/time-to-turn-over-a-new-leaf-here-are-signs-you-should-watch-for,65,1,0,1,100%,1,0,0,1,0,#N/A,#N/A,#N/A
/tired-of-losing-customers-to-your-competition,46,1,0,1,100%,1,0,0,1,0,#N/A,#N/A,#N/A
/too-soon-the-premature-proposal-paradox/,41,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/top-10-action-items-to-help-you-hit-the-ground-running/,56,1,0,1,0%,0,1,1,1,2,Sales Team Planning: Top 10 Action Items to Help You Hit the Ground Running,,
/transforming-sales-for-growth/,31,1,0,1,100%,1,0,1,1,0,Transforming Sales for Growth,EPISODE 1,EPISODE 2
/treating-everyone-same-isnt-really-fair-treatment,50,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/tried-true-lessons-selling/,28,1,0,1,100%,1,0,1,1,0,Tried and True Lessons of Selling,,
/unexpected-rfp-worth-winning-even-responding-2/,48,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/want-better-sales-process-consider-buyers-process-first/,57,1,0,1,100%,1,0,1,1,0,Want a Better Sales Process? Consider the Buyer’s Process First.,,
/want-sell-increase-face-time/,30,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/what-if-you-knew-exactly-what-your-customers-wanted-next/,58,1,0,1,0%,0,1,1,1,22,What If You Knew Exactly What Your Customers Wanted Next?,Why Predictive Sales Analytics Matters Now,What Is Predictive Sales Analytics (and Why It’s Powerful)?
/what-is-a-sales-strategy-and-how-can-you-build-an-effective-one/,65,1,0,1,0%,1,1,1,1,164,What is a Sales Strategy (and How Can You Build an Effective One?),Sales Strategy Definition,Key Elements of an Effective Sales Strategy
/what-is-in-your-sales-backpack/,32,1,0,1,100%,1,0,1,1,0,What is in Your Sales Backpack?,,
/what-makes-a-top-salesperson/,30,1,0,1,100%,1,0,1,1,0,What Makes a Top Salesperson?,,
/what-we-do/genesis-plus/,25,1,0,1,100%,1,0,1,1,0,,,
/what-we-do/investment-sales-analysis/,38,1,0,1,100%,1,0,1,1,0,,,
/what-we-do/on-site-sales/,26,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/whats-pipeline/,16,1,0,1,0%,1,1,1,1,20,#N/A,#N/A,#N/A
/when-one-door-closes-another-opens-and-leads-to-opportunity-if-you-let-it,74,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/which-role-is-right-for-your-new-hire-account-manager-or-business-development-representative,93,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/why-a-failure-to-communicate-is-a-first-step-to-going-out-of-business/,71,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/why-crm-systems-fail-how-to-make-sure-they-dont/,49,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/why-great-leaders-nurture-the-idea-seed/,41,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/why-no-sales-satisfaction-sales-lessons-learned-rolling-stones/,64,1,0,1,100%,1,0,1,1,0,“Why I Can’t Get No Sales Satisfaction” – Sales Lessons Learned From the Rolling Stones | Part 1 of an 8 Part Series,,
/why-sales-infrastructure-place-attracts-serious-buyers-commands-top-dollar,75,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/your-key-performance-indicators-kpis-are-established-now-what,62,1,0,1,100%,1,0,1,1,0,#N/A,#N/A,#N/A
/youve-earned-respect-but-are-you-still-getting-it,50,1,0,1,100%,1,0,0,1,0,#N/A,#N/A,#N/A
